Group00_Index,Channel_Name,Crate,Card,Channel,Vset,Enabled,Flagged,Groups,,,,,,
274,MRD_x2_y1_z3,1,7,2,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
275,MRD_x3_y1_z3,1,7,3,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
276,MRD_x4_y1_z3,1,7,4,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
277,MRD_x5_y1_z3,1,7,5,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
278,MRD_x6_y1_z3,1,7,6,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
279,MRD_x7_y1_z3,1,7,7,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
280,MRD_x8_y1_z3,1,7,8,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
281,MRD_x9_y1_z3,1,7,9,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
282,MRD_x10_y1_z3,1,7,10,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
283,MRD_x11_y1_z3,1,7,11,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
284,MRD_x12_y1_z3,1,7,12,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
285,MRD_x13_y1_z3,1,7,13,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
286,MRD_x14_y1_z3,1,7,14,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,noisy,but,also,tested,at,2200
287,CH_1_7_15,1,7,15,0,1,0,GROUP00;LeCroy1,,,,,,
288,MRD_x0_y0_z4,1,8,0,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
289,MRD_x0_y1_z4,1,8,1,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
290,MRD_x0_y2_z4,1,8,2,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
291,MRD_x0_y3_z4,1,8,3,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
292,MRD_x0_y4_z4,1,8,4,-2300,1,0,GROUP00;ACTIVE;MRD;LeCroy1,small,pulses,,,,
293,MRD_x0_y5_z4,1,8,5,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
294,MRD_x0_y6_z4,1,8,6,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
295,MRD_x0_y7_z4,1,8,7,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
296,MRD_x0_y8_z4,1,8,8,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
297,MRD_x0_y9_z4,1,8,9,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
298,MRD_x0_y10_z4,1,8,10,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
299,MRD_x0_y11_z4,1,8,11,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
300,MRD_x0_y12_z4,1,8,12,-2300,1,0,GROUP00;ACTIVE;MRD;LeCroy1,small,pulses,,,,
301,CH_1_8_13,1,8,13,0,1,0,GROUP00;LeCroy1,,,,,,
302,CH_1_8_14,1,8,14,0,1,0,GROUP00;LeCroy1,,,,,,
303,CH_1_8_15,1,8,15,0,1,0,GROUP00;LeCroy1,,,,,,
304,MRD_x1_y0_z4,1,9,0,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
305,MRD_x1_y1_z4,1,9,1,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
306,MRD_x1_y2_z4,1,9,2,-2300,1,0,GROUP00;ACTIVE;MRD;LeCroy1,small,pulses,,,,
307,MRD_x1_y3_z4,1,9,3,-2300,1,0,GROUP00;ACTIVE;MRD;LeCroy1,small,pulses,,,,
308,MRD_x1_y4_z4,1,9,4,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
309,MRD_x1_y5_z4,1,9,5,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
310,MRD_x1_y6_z4,1,9,6,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
311,MRD_x1_y7_z4,1,9,7,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
312,MRD_x1_y8_z4,1,9,8,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
313,MRD_x1_y9_z4,1,9,9,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
314,MRD_x1_y10_z4,1,9,10,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
315,MRD_x1_y11_z4,1,9,11,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
316,MRD_x1_y12_z4,1,9,12,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
317,CH_1_9_13,1,9,13,0,1,0,GROUP00;LeCroy1,,,,,,
318,CH_1_9_14,1,9,14,0,1,0,GROUP00;LeCroy1,,,,,,
319,CH_1_9_15,1,9,15,0,1,0,GROUP00;LeCroy1,,,,,,
320,MRD_x0_y0_z5,1,10,0,-2200,1,0,GROUP00;ACTIVE;MRD;LeCroy1,tested,@2200,,,,
321,MRD_x1_y0_z5,1,10,1,-2200,1,0,GROUP00;ACTIVE;MRD;LeCroy1,tested,@2200,,,,
322,MRD_x2_y0_z5,1,10,2,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
323,MRD_x3_y0_z5,1,10,3,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
324,MRD_x4_y0_z5,1,10,4,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
325,MRD_x5_y0_z5,1,10,5,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
326,MRD_x6_y0_z5,1,10,6,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
327,MRD_x7_y0_z5,1,10,7,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
328,MRD_x8_y0_z5,1,10,8,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
329,MRD_x9_y0_z5,1,10,9,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
330,MRD_x10_y0_z5,1,10,10,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
331,MRD_x11_y0_z5,1,10,11,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
332,MRD_x12_y0_z5,1,10,12,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
333,MRD_x13_y0_z5,1,10,13,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
334,MRD_x14_y0_z5,1,10,14,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
335,CH_1_10_15,1,10,16,0,1,0,GROUP00;LeCroy1,,,,,,
336,MRD_x0_y1_z5,1,11,0,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
337,MRD_x1_y1_z5,1,11,1,-2200,1,0,GROUP00;ACTIVE;MRD;LeCroy1,tested,@2200,,,,
338,MRD_x2_y1_z5,1,11,2,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
339,MRD_x3_y1_z5,1,11,3,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
340,MRD_x4_y1_z5,1,11,4,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
341,MRD_x5_y1_z5,1,11,5,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
342,MRD_x6_y1_z5,1,11,6,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
343,MRD_x7_y1_z5,1,11,7,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
344,MRD_x8_y1_z5,1,11,8,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
345,MRD_x9_y1_z5,1,11,9,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
346,MRD_x10_y1_z5,1,11,10,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
347,MRD_x11_y1_z5,1,11,11,-1800,1,0,GROUP00;ACTIVE;MRD;LeCroy1,afterpulsing,,,,,
348,MRD_x12_y1_z5,1,11,12,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
349,MRD_x13_y1_z5,1,11,13,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
350,MRD_x14_y1_z5,1,11,14,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
351,MRD_x15_y1_z5,1,11,15,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
352,MRD_x0_y0_z6,1,12,0,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
353,MRD_x0_y1_z6,1,12,1,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
354,MRD_x0_y2_z6,1,12,2,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
355,MRD_x0_y3_z6,1,12,3,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
356,MRD_x0_y4_z6,1,12,4,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
357,MRD_x0_y5_z6,1,12,5,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
358,MRD_x0_y6_z6,1,12,6,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
359,MRD_x0_y7_z6,1,12,7,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
360,MRD_x0_y8_z6,1,12,8,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
361,MRD_x0_y9_z6,1,12,9,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
362,MRD_x0_y10_z6,1,12,10,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
363,MRD_x0_y11_z6,1,12,11,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
364,MRD_x0_y12_z6,1,12,12,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
365,CH_1_12_13,1,12,13,0,1,0,GROUP00;LeCroy1,,,,,,
366,CH_1_12_14,1,12,14,0,1,0,GROUP00;LeCroy1,,,,,,
367,CH_1_12_15,1,12,15,0,1,0,GROUP00;LeCroy1,,,,,,
368,MRD_x1_y0_z6,1,13,0,-1900,1,0,GROUP00;ACTIVE;MRD;LeCroy1,afterpulsing,(alot),,,,
369,MRD_x1_y1_z6,1,13,1,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
370,MRD_x1_y2_z6,1,13,2,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
371,MRD_x1_y3_z6,1,13,3,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
372,MRD_x1_y4_z6,1,13,4,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
373,MRD_x1_y5_z6,1,13,5,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
374,MRD_x1_y6_z6,1,13,6,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
375,MRD_x1_y7_z6,1,13,7,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
376,MRD_x1_y8_z6,1,13,8,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
377,MRD_x1_y9_z6,1,13,9,-1900,1,0,GROUP00;ACTIVE;MRD;LeCroy1,"signal cable unplugged, noisy",,,,,
378,MRD_x1_y10_z6,1,13,10,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
379,MRD_x1_y11_z6,1,13,11,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
380,MRD_x1_y12_z6,1,13,12,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
381,CH_1_13_13,1,13,13,0,1,0,GROUP00;LeCroy1,,,,,,
382,CH_1_13_14,1,13,14,0,1,0,GROUP00;LeCroy1,,,,,,
383,CH_1_13_15,1,13,15,0,1,0,GROUP00;LeCroy1,,,,,,
384,CH_1_14_0,1,14,0,-100,1,0,GROUP00;LeCroy1,,,,,,
385,MRD_x1_y0_z7,1,14,1,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
386,MRD_x2_y0_z7,1,14,2,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
387,MRD_x3_y0_z7,1,14,3,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
388,MRD_x4_y0_z7,1,14,4,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
389,MRD_x5_y0_z7,1,14,5,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
390,MRD_x6_y0_z7,1,14,6,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
391,MRD_x7_y0_z7,1,14,7,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
392,MRD_x8_y0_z7,1,14,8,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
393,MRD_x9_y0_z7,1,14,9,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
394,MRD_x10_y0_z7,1,14,10,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
395,MRD_x11_y0_z7,1,14,11,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
396,MRD_x12_y0_z7,1,14,12,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
397,MRD_x13_y0_z7,1,14,13,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
398,CH_1_14_14,1,14,14,-100,1,0,GROUP00;LeCroy1,,,,,,
399,CH_1_14_15,1,14,15,0,1,0,GROUP00;LeCroy1,,,,,,
400,CH_1_15_0,1,15,0,-100,1,0,GROUP00;LeCroy1,,,,,,
401,MRD_x1_y1_z7,1,15,1,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
402,MRD_x2_y1_z7,1,15,2,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
403,MRD_x3_y1_z7,1,15,3,-1300,1,0,GROUP00;ACTIVE;MRD;LeCroy1,noisy,,,,,
404,MRD_x4_y1_z7,1,15,4,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
405,MRD_x5_y1_z7,1,15,5,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
406,MRD_x6_y1_z7,1,15,6,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
407,MRD_x7_y1_z7,1,15,7,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
408,MRD_x8_y1_z7,1,15,8,-2000,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
409,MRD_x9_y1_z7,1,15,9,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
410,MRD_x10_y1_z7,1,15,10,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
411,MRD_x11_y1_z7,1,15,11,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
412,MRD_x12_y1_z7,1,15,12,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
413,MRD_x13_y1_z7,1,15,13,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy1,,,,,,
414,CH_1_14_15,1,15,14,-100,1,0,GROUP00;LeCroy1,,,,,,
415,CH_1_15_15,1,15,15,0,1,0,GROUP00;LeCroy1,,,,,,
416,MRD_x0_y0_z9,2,0,0,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
417,MRD_x1_y0_z9,2,0,1,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
418,MRD_x2_y0_z9,2,0,2,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
419,MRD_x3_y0_z9,2,0,3,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
420,MRD_x4_y0_z9,2,0,4,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
421,MRD_x5_y0_z9,2,0,5,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
422,MRD_x6_y0_z9,2,0,6,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
423,MRD_x7_y0_z9,2,0,7,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
424,MRD_x8_y0_z9,2,0,8,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
425,MRD_x9_y0_z9,2,0,9,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
426,MRD_x10_y0_z9,2,0,10,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
427,MRD_x11_y0_z9,2,0,11,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
428,MRD_x12_y0_z9,2,0,12,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
429,MRD_x13_y0_z9,2,0,13,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
430,MRD_x14_y0_z9,2,0,14,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
431,CH_2_0_15,2,0,15,0,1,0,GROUP00;LeCroy2,,,,,,
432,MRD_x0_y1_z9,2,1,0,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
433,MRD_x1_y1_z9,2,1,1,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
434,MRD_x2_y1_z9,2,1,2,-1300,1,0,GROUP00;ACTIVE;MRD;LeCroy2,large,signals,,,,
435,MRD_x3_y1_z9,2,1,3,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
436,MRD_x4_y1_z9,2,1,4,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
437,MRD_x5_y1_z9,2,1,5,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
438,MRD_x6_y1_z9,2,1,6,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
439,MRD_x7_y1_z9,2,1,7,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
440,MRD_x8_y1_z9,2,1,8,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
441,MRD_x9_y1_z9,2,1,9,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
442,MRD_x10_y1_z9,2,1,10,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
443,MRD_x11_y1_z9,2,1,11,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
444,MRD_x12_y1_z9,2,1,12,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
445,MRD_x13_y1_z9,2,1,13,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
446,MRD_x14_y1_z9,2,1,14,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
447,CH_2_1_15,2,1,15,0,1,0,GROUP00;LeCroy2,,,,,,
448,MRD_x0_y0_z10,2,2,0,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
449,MRD_x0_y1_z10,2,2,1,-1600,1,0,GROUP00;ACTIVE;MRD;LeCroy2,afterpulsing,lots,,,,
450,MRD_x0_y2_z10,2,2,2,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
451,MRD_x0_y3_z10,2,2,3,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
452,MRD_x0_y4_z10,2,2,4,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
453,MRD_x0_y5_z10,2,2,5,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
454,MRD_x0_y6_z10,2,2,6,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
455,MRD_x0_y7_z10,2,2,7,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
456,MRD_x0_y8_z10,2,2,8,-1900,1,0,GROUP00;ACTIVE;MRD;LeCroy2,afterpulsing,,,,,
457,MRD_x0_y9_z10,2,2,9,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
458,MRD_x0_y10_z10,2,2,10,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
459,MRD_x0_y11_z10,2,2,11,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
460,MRD_x0_y12_z10,2,2,12,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
461,CH_2_2_13,2,2,13,0,1,0,GROUP00;LeCroy2,,,,,,
462,CH_2_2_14,2,2,14,0,1,0,GROUP00;LeCroy2,,,,,,
463,CH_2_2_15,2,2,15,0,1,0,GROUP00;LeCroy2,,,,,,
464,MRD_x1_y0_z10,2,3,0,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
465,MRD_x1_y1_z10,2,3,1,-1900,1,0,GROUP00;ACTIVE;MRD;LeCroy2,afterpulsing,,,,,
466,MRD_x1_y2_z10,2,3,2,-1600,1,0,GROUP00;ACTIVE;MRD;LeCroy2,good,at,1800,,,
467,MRD_x1_y3_z10,2,3,3,-1800,1,0,GROUP00;ACTIVE;MRD;LeCroy2,good,at,1800,,,
468,MRD_x1_y4_z10,2,3,4,-1800,1,0,GROUP00;ACTIVE;MRD;LeCroy2,small,afterpulsing,at,1800,,
469,MRD_x1_y5_z10,2,3,5,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
470,MRD_x1_y6_z10,2,3,6,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
471,MRD_x1_y7_z10,2,3,7,-1600,1,0,GROUP00;ACTIVE;MRD;LeCroy2,lots,afterlpulsing,,,,
472,MRD_x1_y8_z10,2,3,8,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
473,MRD_x1_y9_z10,2,3,9,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
474,MRD_x1_y10_z10,2,3,10,-1600,1,0,GROUP00;ACTIVE;MRD;LeCroy2,afterpulsing,,,,,
475,CH_2_3_11,2,3,11,0,1,0,GROUP00;LeCroy2;Broken,,,,,,
476,MRD_x1_y12_z10,2,3,12,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
477,MRD_x1_y11_z10,2,3,13,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
478,CH_2_3_14,2,3,14,0,1,0,GROUP00;LeCroy2,,,,,,
479,CH_2_3_15,2,3,15,0,1,0,GROUP00;LeCroy2,,,,,,
480,MRD_x0_y0_z11,2,4,0,-1400,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
481,MRD_x1_y0_z11,2,4,1,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
482,MRD_x2_y0_z11,2,4,2,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
483,MRD_x3_y0_z11,2,4,3,-1300,1,0,GROUP00;ACTIVE;MRD;LeCroy2,noisy,,,,,
484,MRD_x4_y0_z11,2,4,4,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
485,MRD_x5_y0_z11,2,4,5,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
486,MRD_x6_y0_z11,2,4,6,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
487,MRD_x7_y0_z11,2,4,7,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
488,MRD_x8_y0_z11,2,4,8,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
489,MRD_x9_y0_z11,2,4,9,-1300,1,0,GROUP00;ACTIVE;MRD;LeCroy2,noisy,,,,,
490,MRD_x10_y0_z11,2,4,10,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
491,MRD_x11_y0_z11,2,4,11,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
492,MRD_x12_y0_z11,2,4,12,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
493,MRD_x13_y0_z11,2,4,13,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
494,MRD_x14_y0_z11,2,4,14,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
495,CH_2_4_15,2,4,15,0,1,0,GROUP00;LeCroy2,,,,,,
496,MRD_x0_y1_z11,2,5,0,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
497,MRD_x1_y1_z11,2,5,1,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
498,CH_2_5_2,2,5,2,0,1,0,GROUP00;LeCroy2,bad,channel,,,,
499,MRD_x3_y1_z11,2,5,3,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
500,MRD_x4_y1_z11,2,5,4,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
501,MRD_x5_y1_z11,2,5,5,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
502,MRD_x6_y1_z11,2,5,6,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
503,MRD_x7_y1_z11,2,5,7,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
504,MRD_x8_y1_z11,2,5,8,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
505,MRD_x9_y1_z11,2,5,9,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
506,MRD_x10_y1_z11,2,5,10,-1300,1,0,GROUP00;ACTIVE;MRD;LeCroy2,noisy,,,,,
507,MRD_x11_y1_z11,2,5,11,-1300,1,0,GROUP00;ACTIVE;MRD;LeCroy2,noisy,,,,,
508,MRD_x12_y1_z11,2,5,12,-1300,1,0,GROUP00;ACTIVE;MRD;LeCroy2,large,pulses,,,,
509,MRD_x13_y1_z11,2,5,13,-1300,1,0,GROUP00;ACTIVE;MRD;LeCroy2,afterpulsing,,,,,
510,MRD_x14_y1_z11,2,5,14,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
511,MRD_x2_y1_z11,2,5,15,-1500,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
512,MRD_x0_y0_z12,2,6,0,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
513,MRD_x0_y1_z12,2,6,1,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
514,MRD_x0_y2_z12,2,6,2,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
515,MRD_x0_y3_z12,2,6,3,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
